acc,bearing,speed,azimuth,lon,mag,time,lat,sensor,accuracy
"[-0.474823, 0.347229, 9.563416]",70.5999984741211,16.75,79.30455780029297,2.65096467,"[-12.271118, 1.4892578, -31.628418]",2014-08-08 08:04:08 +0200,41.6102631,gps,4
"[-0.7362671, 0.22669983, 9.486099]",71.80000305175781,16.75,80.3465805053711,2.65189532,"[-15.533447, 2.3483276, -29.779053]",2014-08-08 08:04:13 +0200,41.61052293,gps,5
"[0.5226593, 0.86520386, 9.666122]",72.69999694824219,16.5,81.9569091796875,2.65382454,"[-27.185059, 0.64086914, -31.773376]",2014-08-08 08:04:22 +0200,41.61103067,gps,6
"[-0.81326294, 0.95240784, 10.040848]",0,0,89.56232452392578,2.6506216,"[-14.178467, -3.3187866, -37.765503]",2014-08-08 08:04:27 +0200,41.6104464,network,40.5
"[-0.33213806, 1.0862274, 9.9973755]",72.0999984741211,16,72.89730834960938,2.65476951,"[-15.704346, 1.145935, -38.354492]",2014-08-08 08:04:27 +0200,41.61124039,gps,5
"[0.6027069, 0.9234009, 9.518967]",72.19999694824219,14.25,73.7185287475586,2.65563366,"[-24.28894, 3.2058716, -32.637024]",2014-08-08 08:04:32 +0200,41.61144623,gps,4
"[0.88446045, 0.50852966, 9.716995]",72.5999984741211,14,75.7645492553711,2.65643093,"[-20.48645, 2.836609, -30.021667]",2014-08-08 08:04:37 +0200,41.61166814,gps,4
"[0.3346405, 0.5325165, 9.313339]",70.0999984741211,14,71.0040054321289,2.65721342,"[-13.957214, 2.7679443, -28.968811]",2014-08-08 08:04:42 +0200,41.61187601,gps,4
"[0.022491455, 0.62467957, 9.644028]",0,0,91.35999298095703,2.6558977,"[-6.0317993, -1.8356323, -26.132202]",2014-08-08 08:04:47 +0200,41.6114371,network,39
"[-0.004425049, 0.56752014, 9.563553]",71.0999984741211,14,79.30692291259766,2.65799691,"[-6.555176, -0.3479004, -26.800537]",2014-08-08 08:04:47 +0200,41.61205156,gps,4
"[-0.027648926, 0.6056824, 9.705078]",74.30000305175781,13.25,55.2510871887207,2.65879654,"[-4.1397095, 1.612854, -20.936584]",2014-08-08 08:04:52 +0200,41.6122054,gps,11
"[-0.46748352, 0.70965576, 9.690781]",67.69999694824219,13.75,321.74151611328125,2.65956197,"[4.3792725, 2.3162842, -24.046326]",2014-08-08 08:04:57 +0200,41.61242544,gps,11
"[-0.41592407, 0.35134888, 9.917389]",67.9000015258789,13,22.431652069091797,2.66028638,"[0.19989014, 1.689148, -32.832336]",2014-08-08 08:05:02 +0200,41.6126805,gps,11
"[-0.5774231, 0.35620117, 9.81546]",0,0,291.5059814453125,2.6561535,"[6.4422607, 0.9750366, -26.078796]",2014-08-08 08:05:07 +0200,41.6115242,network,316.5
"[0.17124939, 0.072525024, 9.646759]",62.400001525878906,11.25,285.50238037109375,2.66088676,"[3.465271, 0.8834839, -30.091858]",2014-08-08 08:05:07 +0200,41.61291674,gps,10
"[-0.0015563965, 0.44029236, 9.737366]",65.9000015258789,9.25,65.02308654785156,2.66146539,"[-4.7180176, 0.8026123, -30.955505]",2014-08-08 08:05:12 +0200,41.61311448,gps,11
"[0.22871399, 0.6174927, 9.755814]",67.19999694824219,8,282.83465576171875,2.66191536,"[6.613159, 0.1159668, -24.229431]",2014-08-08 08:05:17 +0200,41.61323092,gps,11
"[-0.5090027, 0.6735077, 9.260117]",63.5,8.5,263.99969482421875,2.66235346,"[21.820068, -3.9886475, -24.061584]",2014-08-08 08:05:22 +0200,41.61337314,gps,11
"[-0.76239014, 0.7490845, 9.642944]",0,0,309.37744140625,2.6607348,"[5.9265137, 1.145935, -25.91095]",2014-08-08 08:05:27 +0200,41.6129962,network,318
"[-0.8435211, 0.6158447, 9.553162]",67.30000305175781,8.25,349.78643798828125,2.66281217,"[3.0075073, 1.6616821, -27.087402]",2014-08-08 08:05:27 +0200,41.61355597,gps,10
"[-0.69200134, 0.8488922, 9.4039]",65.0999984741211,7.5,64.15865325927734,2.66325423,"[-11.584473, 3.892517, -33.309937]",2014-08-08 08:05:32 +0200,41.61373271,gps,11
"[-0.2904358, 0.9686737, 9.581329]",63,7.75,62.34083557128906,2.66366353,"[-18.452454, 7.0755005, -31.70929]",2014-08-08 08:05:37 +0200,41.61388228,gps,11
"[-0.60243225, 1.3396759, 9.345718]",67.5999984741211,8.25,88.93052673339844,2.66412638,"[-9.223938, -4.1763306, -31.332397]",2014-08-08 08:05:42 +0200,41.61402537,gps,11
"[-0.43241882, 1.133728, 9.381897]",0,0,62.81962585449219,2.6609077,"[-10.861206, 1.9378662, -38.58795]",2014-08-08 08:05:46 +0200,41.6130808,network,48
"[-0.7760925, 1.1952667, 9.5659485]",69.0999984741211,8,66.13834381103516,2.66456128,"[-8.837891, 0.45928955, -40.37323]",2014-08-08 08:05:47 +0200,41.61414171,gps,11
"[-0.5664673, 1.6661377, 9.39595]",65.4000015258789,7.75,58.65794372558594,2.66501463,"[-12.054443, 2.4032593, -37.049866]",2014-08-08 08:05:52 +0200,41.6142878,gps,10
"[-0.5845337, 1.7664337, 9.349472]",66.4000015258789,7.75,54.72393035888672,2.66543617,"[-6.7321777, 0.1159668, -33.502197]",2014-08-08 08:05:57 +0200,41.61442684,gps,10
"[-0.70751953, 1.2653809, 9.475464]",67.4000015258789,6.75,30.9017333984375,2.66585511,"[-14.015198, 23.728943, 4.486084]",2014-08-08 08:06:02 +0200,41.61453736,gps,10
"[-0.56903076, 0.5505066, 9.641571]",0,0,70.89004516601562,2.664304,"[-18.821716, 6.6574097, 2.0217896]",2014-08-08 08:06:07 +0200,41.6141232,network,37.5
"[-0.4414978, 0.5593567, 9.438553]",65.19999694824219,4.75,48.22215270996094,2.66612284,"[-21.305847, 19.241333, 7.801819]",2014-08-08 08:06:07 +0200,41.61463776,gps,10
"[-1.9568787, 2.2731018, 8.457489]",82.69999694824219,1.25,52.19147872924805,2.66626088,"[-22.224426, 13.819885, -65.39154]",2014-08-08 08:06:12 +0200,41.61467972,gps,10
"[-1.7004242, 0.6988678, 9.1809845]",76.4000015258789,0.25,58.03369903564453,2.6662756,"[-8.810425, 7.2402954, -42.082214]",2014-08-08 08:06:17 +0200,41.61468214,gps,10
"[-3.1040192, 1.7080383, 8.864517]",0,0,180.7618408203125,2.66628022,"[9.048462, -33.998108, -24.684143]",2014-08-08 08:06:22 +0200,41.61468333,gps,9
"[-0.0640564, 2.8553772, 8.164368]",0,0,308.53436279296875,2.6651694,"[8.415222, -7.6538086, -41.33911]",2014-08-08 08:06:27 +0200,41.614914,network,1251
"[-0.027740479, 2.8332367, 8.072968]",76.4000015258789,0.5,308.05718994140625,2.66628812,"[8.415222, -7.6538086, -41.33911]",2014-08-08 08:06:27 +0200,41.61466997,gps,4
"[-0.2658081, 2.5669098, 8.912399]",0,0,124.86259460449219,2.66630944,"[-15.0177, -25.636292, -48.10791]",2014-08-08 08:06:32 +0200,41.61465388,gps,3
