acc,bearing,speed,azimuth,lon,mag,time,lat,sensor,accuracy
"[-0.60821533, -0.036193848, 9.643585]",0,0,278.7512512207031,2.2710303,"[32.365417, 4.2373657, -124.790955]",2014-08-08 09:07:31 +0200,41.46239865,gps,3
"[-0.5226135, -0.008300781, 9.646362]",0,0,276.06939697265625,2.27103279,"[32.325745, 2.822876, -124.790955]",2014-08-08 09:07:36 +0200,41.46240349,gps,3
"[-0.49195862, -0.009033203, 9.592133]",0,0,275.6275634765625,2.27103269,"[40.89966, 3.5171509, -124.069214]",2014-08-08 09:07:41 +0200,41.46240343,gps,3
"[-0.32043457, 0.42253113, 9.572113]",235.39999389648438,1.25,291.6893615722656,2.27099271,"[32.45697, 5.4229736, -129.6524]",2014-08-08 09:07:46 +0200,41.46239301,gps,3
"[-0.2793274, 0.4668274, 9.631607]",0,0,289.7157287597656,2.2713167,"[44.403076, 7.991028, -133.79517]",2014-08-08 09:07:49 +0200,41.4627095,network,24
"[-0.41081238, 0.5173645, 9.651108]",232.1999969482422,3.75,290.7943115234375,2.27086192,"[45.06836, 7.6690674, -134.20868]",2014-08-08 09:07:51 +0200,41.46232302,gps,5
"[-0.41081238, 0.5173645, 9.651108]",234.8000030517578,6.75,290.7943115234375,2.27059599,"[45.06836, 7.6690674, -134.20868]",2014-08-08 09:07:56 +0200,41.46216592,gps,4
"[-0.41081238, 0.5173645, 9.651108]",232.60000610351562,9,290.7943115234375,2.27020616,"[45.06836, 7.6690674, -134.20868]",2014-08-08 09:08:01 +0200,41.46193061,gps,4
"[-0.41081238, 0.5173645, 9.651108]",232.39999389648438,11.5,290.7943115234375,2.26971566,"[45.06836, 7.6690674, -134.20868]",2014-08-08 09:08:06 +0200,41.46162545,gps,4
"[-0.41081238, 0.5173645, 9.651108]",0,0,290.7943115234375,2.2713167,"[45.06836, 7.6690674, -134.20868]",2014-08-08 09:08:10 +0200,41.4627095,network,24
"[-0.41081238, 0.5173645, 9.651108]",230.8000030517578,13.75,290.7943115234375,2.2691178,"[45.06836, 7.6690674, -134.20868]",2014-08-08 09:08:11 +0200,41.46125039,gps,4
"[-0.41081238, 0.5173645, 9.651108]",229.8000030517578,15.75,290.7943115234375,2.26842378,"[45.06836, 7.6690674, -134.20868]",2014-08-08 09:08:16 +0200,41.46082345,gps,4
"[-2.4105835, 0.27964783, 9.224426]",226.89999389648438,19.25,274.0632019042969,2.26680675,"[91.571045, 0.41656494, -112.21008]",2014-08-08 09:08:26 +0200,41.45976172,gps,4
"[-1.7492828, 0.16223145, 9.548035]",227.60000610351562,20.75,273.08819580078125,2.26591872,"[90.39307, 1.4892578, -116.04614]",2014-08-08 09:08:31 +0200,41.45913273,gps,3
"[-1.6002808, 0.1999054, 9.428864]",0,0,273.7467041015625,2.2661543,"[89.87732, 1.6616821, -121.26007]",2014-08-08 09:08:35 +0200,41.4592329,network,40.5
"[-1.620758, 0.2848053, 9.246414]",228,22,274.08746337890625,2.2649658,"[85.92987, 0.45928955, -121.76514]",2014-08-08 09:08:36 +0200,41.45847447,gps,3
"[-0.68395996, 0.22636414, 9.624283]",227.89999389648438,24.25,270.982177734375,2.26294522,"[79.782104, -1.9104004, -127.65045]",2014-08-08 09:08:46 +0200,41.4570585,gps,4
"[0.14628601, 0.34561157, 9.805679]",227.6999969482422,25,271.3671875,2.26184458,"[102.1637, -2.041626, -130.00488]",2014-08-08 09:08:51 +0200,41.45631899,gps,3
"[-0.047698975, 0.27508545, 9.553558]",0,0,269.7530822753906,2.2661543,"[107.18231, -4.244995, -130.94482]",2014-08-08 09:08:52 +0200,41.4592329,network,40.5
"[0.2177124, 0.37734985, 9.411758]",227.5,26.5,272.8657531738281,2.25950868,"[107.38983, 0.2883911, -133.36792]",2014-08-08 09:09:01 +0200,41.45475814,gps,3
"[0.2177124, 0.37734985, 9.411758]",227.5,27.25,272.8657531738281,2.25831897,"[107.38983, 0.2883911, -133.36792]",2014-08-08 09:09:06 +0200,41.45393315,gps,3
"[-1.1980133, 0.635849, 9.41124]",224.5,28,266.18280029296875,2.25714852,"[71.66443, -12.380981, -120.95795]",2014-08-08 09:09:11 +0200,41.45307163,gps,4
"[-1.1669159, 0.5232086, 9.317429]",0,0,260.4511413574219,2.2574728,"[41.807556, -11.386108, -119.57855]",2014-08-08 09:09:15 +0200,41.4530984,network,36
"[-1.1724396, 0.52201843, 9.787994]",220.8000030517578,28.25,261.9217834472656,2.25601944,"[36.236572, -9.713745, -122.54639]",2014-08-08 09:09:16 +0200,41.45212549,gps,5
"[-1.3642578, 0.35520935, 9.577591]",219.60000610351562,26.25,118.40848541259766,2.25386677,"[10.972595, -8.708191, -128.96118]",2014-08-08 09:09:26 +0200,41.45026442,gps,5
"[-3.285843, -0.60188293, 9.192383]",222.8000030517578,25.25,162.85745239257812,2.25288798,"[38.71765, -1.0848999, -116.21399]",2014-08-08 09:09:31 +0200,41.44939162,gps,8
"[-3.6469269, -0.18136597, 9.197205]",0,0,90.50263977050781,2.2533674,"[15.8706665, 1.8875122, -119.57245]",2014-08-08 09:09:33 +0200,41.4496594,network,48
"[-0.37332153, -0.40507507, 9.602768]",218.89999389648438,21.75,279.92022705078125,2.25113715,"[9.559631, 5.9814453, -121.56677]",2014-08-08 09:09:41 +0200,41.4477371,gps,6
"[-0.37332153, -0.40507507, 9.602768]",220.3000030517578,18.75,279.92022705078125,2.25042359,"[9.559631, 5.9814453, -121.56677]",2014-08-08 09:09:46 +0200,41.44702476,gps,5
"[0.06411743, -0.34417725, 9.570953]",220.39999389648438,15.5,267.7716064453125,2.24977808,"[23.953247, 3.378296, -120.92285]",2014-08-08 09:09:51 +0200,41.44649307,gps,4
"[0.20527649, -0.3887787, 9.643814]",0,0,264.8930358886719,2.2533674,"[21.549988, 2.3483276, -111.84235]",2014-08-08 09:09:52 +0200,41.4496594,network,48
"[0.15887451, -0.46446228, 9.669632]",223.6999969482422,11,275.0407409667969,2.24877845,"[20.896912, 7.4630737, -113.89465]",2014-08-08 09:10:01 +0200,41.44559696,gps,5
"[0.15887451, -0.46446228, 9.669632]",225.60000610351562,9.25,275.0407409667969,2.24838883,"[20.896912, 7.4630737, -113.89465]",2014-08-08 09:10:06 +0200,41.4452672,gps,6
"[0.47958374, -0.48780823, 9.593399]",228.89999389648438,6,253.85110473632812,2.24813293,"[20.52002, -1.4282227, -125.96893]",2014-08-08 09:10:11 +0200,41.44502505,gps,6
"[0.36836243, -0.6757202, 9.682037]",0,0,252.24261474609375,2.250161,"[16.055298, 1.6616821, -119.24133]",2014-08-08 09:10:13 +0200,41.4466925,network,36
"[0.39389038, -0.23770142, 9.642075]",0,0,262.8986511230469,2.24796895,"[31.84967, -1.399231, -133.08868]",2014-08-08 09:10:21 +0200,41.44494094,gps,8
"[0.41192627, 0.102386475, 9.623337]",0,0,269.1522216796875,2.24798547,"[32.141113, -1.953125, -132.6355]",2014-08-08 09:10:26 +0200,41.44494966,gps,10
"[0.5377197, 0.13568115, 9.632004]",0,0,268.86773681640625,2.24798338,"[34.805298, -2.6428223, -130.95245]",2014-08-08 09:10:31 +0200,41.44495833,gps,11
"[0.52375793, 0.08050537, 9.636963]",0,0,269.4246520996094,2.2480551,"[36.743164, -1.5151978, -131.09741]",2014-08-08 09:10:33 +0200,41.4444477,network,40.5
"[0.5766144, 0.122177124, 9.662415]",0,0,270.0306091308594,2.24798016,"[34.08203, -1.600647, -130.84564]",2014-08-08 09:10:41 +0200,41.44495946,gps,18
"[0.5766144, 0.122177124, 9.662415]",0,0,270.0306091308594,2.24797861,"[34.08203, -1.600647, -130.84564]",2014-08-08 09:10:46 +0200,41.44496078,gps,13
"[0.6809845, 0.08753967, 9.618179]",0,0,268.9941711425781,2.24797827,"[33.224487, -1.914978, -131.5445]",2014-08-08 09:10:51 +0200,41.44496093,gps,9
"[0.7392731, 0.11074829, 9.624298]",0,0,270.8941345214844,2.2480551,"[30.992126, -0.8453369, -132.25708]",2014-08-08 09:10:52 +0200,41.4444477,network,40.5
"[0.69122314, 0.07696533, 9.60173]",218.39999389648438,1.75,267.93914794921875,2.247936,"[31.338501, -2.508545, -132.76062]",2014-08-08 09:11:01 +0200,41.44489233,gps,6
"[0.69122314, 0.07696533, 9.60173]",218.1999969482422,5,267.93914794921875,2.2477981,"[31.338501, -2.508545, -132.76062]",2014-08-08 09:11:06 +0200,41.44473326,gps,5
"[0.88894653, 0.4993744, 9.616379]",217.8000030517578,7.5,274.35797119140625,2.24760407,"[76.36871, 0.4058838, -129.5517]",2014-08-08 09:11:11 +0200,41.44445071,gps,5
"[0.8833313, 0.5314789, 9.576508]",0,0,272.630126953125,2.2479877,"[86.54022, -2.5390625, -136.66077]",2014-08-08 09:11:13 +0200,41.4446503,network,57
"[1.1385193, 0.45343018, 9.51886]",214.6999969482422,12,268.809814453125,2.24683015,"[131.76727, -7.609558, -113.861084]",2014-08-08 09:11:21 +0200,41.44374969,gps,4
"[1.1385193, 0.45343018, 9.51886]",215.39999389648438,14.25,268.809814453125,2.24634969,"[131.76727, -7.609558, -113.861084]",2014-08-08 09:11:26 +0200,41.44323669,gps,3
"[-1.633255, -0.9389343, 9.380142]",215,16,268.9973449707031,2.24577145,"[156.90155, 6.536865, -65.89966]",2014-08-08 09:11:31 +0200,41.44269391,gps,4
"[-1.7407227, -1.034378, 9.43927]",0,0,267.7533874511719,2.2461049,"[165.41748, 3.7216187, -61.05652]",2014-08-08 09:11:33 +0200,41.4427341,network,48
"[-2.082672, -1.0025177, 9.086014]",211.60000610351562,19,265.084228515625,2.24463657,"[168.33496, -2.6306152, -60.55298]",2014-08-08 09:11:41 +0200,41.4413079,gps,4
"[-2.082672, -1.0025177, 9.086014]",211.8000030517578,20.25,265.084228515625,2.24402255,"[168.33496, -2.6306152, -60.55298]",2014-08-08 09:11:46 +0200,41.44054229,gps,4
"[-2.043106, -1.198761, 9.331818]",0,0,265.5252685546875,2.2461049,"[157.01294, 2.2750854, -72.84546]",2014-08-08 09:11:50 +0200,41.4427341,network,48
"[-2.0895844, -1.1690674, 9.434525]",212.10000610351562,22,264.82550048828125,2.24337264,"[158.68988, -0.25787354, -70.539856]",2014-08-08 09:11:51 +0200,41.43974543,gps,4
"[-2.0931244, -1.2001038, 9.285355]",212.1999969482422,22.75,263.746337890625,2.24263113,"[117.86194, 3.5491943, -88.131714]",2014-08-08 09:11:56 +0200,41.43886309,gps,6
"[-2.0931244, -1.2001038, 9.285355]",212,24,263.746337890625,2.2418644,"[117.86194, 3.5491943, -88.131714]",2014-08-08 09:12:01 +0200,41.4379467,gps,4
"[-2.0931244, -1.2001038, 9.285355]",212,25,263.746337890625,2.24107693,"[117.86194, 3.5491943, -88.131714]",2014-08-08 09:12:06 +0200,41.43700348,gps,4
"[-2.106781, -1.8181915, 9.252457]",0,0,119.24727630615234,2.2461049,"[2.1499634, 8.013916, -111.6745]",2014-08-08 09:12:11 +0200,41.4427341,network,48
"[-2.1898499, -1.8254089, 9.126114]",211.8000030517578,23.75,114.43282318115234,2.2403026,"[2.8137207, 10.102844, -107.33185]",2014-08-08 09:12:11 +0200,41.43605133,gps,4
"[-2.065094, -1.7354126, 9.191589]",212.1999969482422,21,122.9296875,2.23887759,"[5.429077, 7.789612, -115.4068]",2014-08-08 09:12:21 +0200,41.43433855,gps,12
"[-2.065094, -1.7354126, 9.191589]",212.39999389648438,19.25,122.9296875,2.2382703,"[5.429077, 7.789612, -115.4068]",2014-08-08 09:12:26 +0200,41.43359673,gps,11
"[-2.0490112, -1.7560883, 9.344849]",212.60000610351562,17,190.0389862060547,2.23772844,"[28.952026, 5.819702, -118.56384]",2014-08-08 09:12:31 +0200,41.43295472,gps,8
"[-1.9733582, -1.7811279, 9.264114]",0,0,188.7520294189453,2.2461049,"[27.619934, 4.6325684, -116.66107]",2014-08-08 09:12:33 +0200,41.4427341,network,48
"[-2.1006622, -1.7825165, 9.2617035]",212.10000610351562,15.75,185.35874938964844,2.23670044,"[26.72882, 3.781128, -110.52704]",2014-08-08 09:12:41 +0200,41.43173185,gps,4
"[-0.9398804, 0.060150146, 9.661667]",212.60000610351562,15.5,241.51412963867188,2.2361724,"[32.022095, -11.558533, -124.11804]",2014-08-08 09:12:46 +0200,41.43115551,gps,8
"[-0.9398804, 0.060150146, 9.661667]",212.39999389648438,15.75,241.51412963867188,2.23561261,"[32.022095, -11.558533, -124.11804]",2014-08-08 09:12:51 +0200,41.43059212,gps,8
"[-0.9398804, 0.060150146, 9.661667]",212.3000030517578,15.5,241.51412963867188,2.23508861,"[32.022095, -11.558533, -124.11804]",2014-08-08 09:12:56 +0200,41.4300117,gps,8
"[-0.008468628, 0.08857727, 9.639099]",0,0,259.2961120605469,2.2461049,"[41.71295, -9.030151, -126.87225]",2014-08-08 09:13:02 +0200,41.4427341,network,48
"[-2.476654, -0.73635864, 9.408463]",210.5,15.5,250.76144409179688,2.23409255,"[63.783264, -1.7715454, -114.534]",2014-08-08 09:13:06 +0200,41.42880996,gps,4
"[-1.9580078, -0.9593048, 9.463455]",210.8000030517578,15.25,243.4794921875,2.23363173,"[50.997925, 0.9674072, -125.67444]",2014-08-08 09:13:11 +0200,41.42822928,gps,4
"[-1.9580078, -0.9593048, 9.463455]",213.6999969482422,15.25,243.4794921875,2.23321653,"[50.997925, 0.9674072, -125.67444]",2014-08-08 09:13:16 +0200,41.42762281,gps,4
"[-1.9580078, -0.9593048, 9.463455]",212.6999969482422,15.25,243.4794921875,2.23272267,"[50.997925, 0.9674072, -125.67444]",2014-08-08 09:13:21 +0200,41.42704741,gps,4
"[-1.9580078, -0.9593048, 9.463455]",214.1999969482422,15,243.4794921875,2.23225539,"[50.997925, 0.9674072, -125.67444]",2014-08-08 09:13:26 +0200,41.42646727,gps,3
"[-0.85899353, -1.1331177, 9.611832]",0,0,247.81080627441406,2.2319335,"[40.263367, 1.145935, -112.01019]",2014-08-08 09:13:30 +0200,41.4264028,network,36
"[-1.2093811, -1.1612396, 9.6214905]",210.39999389648438,14,249.9696807861328,2.23182256,"[45.103455, 3.515625, -117.08832]",2014-08-08 09:13:31 +0200,41.42589683,gps,4
"[-1.7604218, -1.1736908, 9.460297]",212.5,13.25,242.60421752929688,2.23138397,"[42.323303, 3.2058716, -111.338806]",2014-08-08 09:13:36 +0200,41.42536373,gps,4
"[-1.7604218, -1.1736908, 9.460297]",213.3000030517578,10.5,242.60421752929688,2.23061905,"[42.323303, 3.2058716, -111.338806]",2014-08-08 09:13:46 +0200,41.42448942,gps,7
"[-1.1537781, -1.1263275, 9.493576]",217,9,253.91921997070312,2.23034129,"[39.404297, 6.8115234, -115.878296]",2014-08-08 09:13:51 +0200,41.42419045,gps,6
"[-1.2528839, -1.3198395, 9.504379]",0,0,238.46717834472656,2.2319335,"[35.920715, 2.886963, -111.746216]",2014-08-08 09:13:53 +0200,41.4264028,network,36
"[-1.1328583, -1.3937073, 9.547531]",216.3000030517578,5,230.95663452148438,2.22976002,"[34.425354, 1.145935, -118.803406]",2014-08-08 09:14:01 +0200,41.42370369,gps,6
"[1.6107483, -0.8720703, 9.568115]",229,1.75,242.04090881347656,2.22963293,"[19.833374, -10.699463, -123.27728]",2014-08-08 09:14:06 +0200,41.42361098,gps,5
"[1.3023682, 0.28146362, 9.545197]",0,0,260.616943359375,2.22961315,"[20.857239, -10.00824, -130.10864]",2014-08-08 09:14:11 +0200,41.42357922,gps,6
"[1.4309692, 0.23855591, 9.675552]",0,0,260.249267578125,2.2394482,"[20.291138, -9.8098755, -130.5252]",2014-08-08 09:14:12 +0200,41.4349617,network,2247
"[1.6634521, 0.2819214, 9.518066]",0,0,262.08526611328125,2.2296087,"[20.46051, -9.651184, -131.92749]",2014-08-08 09:14:16 +0200,41.42356933,gps,6
"[1.7113495, 0.3113098, 9.511002]",0,0,264.53338623046875,2.22961131,"[27.043152, -8.810425, -131.85425]",2014-08-08 09:14:21 +0200,41.42356416,gps,6
"[1.2155304, 0.18476868, 9.693985]",0,0,256.6913146972656,2.22961104,"[27.729797, -12.759399, -131.01349]",2014-08-08 09:14:26 +0200,41.42356421,gps,5
"[2.583786, 0.15359497, 9.462479]",0,0,263.62469482421875,2.22961103,"[11.764526, -7.437134, -139.59045]",2014-08-08 09:14:31 +0200,41.42356413,gps,4
"[2.4181213, 0.08442688, 9.361435]",0,0,259.9469909667969,2.2422459,"[3.4362793, -7.8674316, -137.99133]",2014-08-08 09:14:33 +0200,41.4380502,network,2718
"[2.630249, 0.10624695, 9.31366]",0,0,259.6553955078125,2.22961112,"[2.4932861, -8.810425, -139.25323]",2014-08-08 09:14:36 +0200,41.42356397,gps,3
"[2.6407928, 0.13796997, 9.350586]",0,0,262.1158142089844,2.22961125,"[4.725647, -7.609558, -136.39526]",2014-08-08 09:14:41 +0200,41.42356387,gps,4
"[2.8406982, 0.14859009, 9.250732]",0,0,261.0222473144531,2.22961156,"[8.457947, -9.62677, -137.36115]",2014-08-08 09:14:46 +0200,41.42356368,gps,9
"[2.8728485, 0.12359619, 9.352585]",0,0,262.3462829589844,2.2222736,"[9.875488, -8.296204, -137.06665]",2014-08-08 09:14:51 +0200,41.4221768,network,745
"[2.7664185, 0.029373169, 9.200806]",0,0,260.2594909667969,2.22961176,"[7.9971313, -8.457947, -136.57227]",2014-08-08 09:14:51 +0200,41.42356339,gps,9
"[2.9474792, 0.10479736, 9.281006]",0,0,260.86376953125,2.22961205,"[3.2302856, -8.518982, -136.31744]",2014-08-08 09:14:56 +0200,41.42356306,gps,9
"[1.1365814, -0.015777588, 9.629654]",0,0,260.6766357421875,2.22961216,"[27.226257, -6.7626953, -131.52008]",2014-08-08 09:15:01 +0200,41.42356296,gps,9
"[2.358139, 0.6609192, 9.401001]",0,0,262.22979736328125,2.22961254,"[25.213623, -16.197205, -133.48389]",2014-08-08 09:15:06 +0200,41.4235627,gps,9
"[2.2126465, 0.7080536, 9.32518]",0,0,261.6617126464844,2.2222736,"[24.983215, -17.222595, -133.0307]",2014-08-08 09:15:11 +0200,41.4221768,network,745
"[0.08999634, 0.040512085, 9.645416]",0,0,259.02850341796875,2.22961278,"[48.313904, -10.107422, -123.706055]",2014-08-08 09:15:16 +0200,41.42356256,gps,9
"[0.08999634, 0.040512085, 9.645416]",0,0,259.02850341796875,2.22961293,"[48.313904, -10.107422, -123.706055]",2014-08-08 09:15:21 +0200,41.42356257,gps,9
"[0.08999634, 0.040512085, 9.645416]",0,0,259.02850341796875,2.22961324,"[48.313904, -10.107422, -123.706055]",2014-08-08 09:15:26 +0200,41.42356245,gps,4
"[0.40141296, 0.45240784, 9.6297]",0,0,265.27008056640625,2.22961363,"[44.55414, -9.773254, -122.605896]",2014-08-08 09:15:31 +0200,41.42356244,gps,6
"[0.5253601, 0.4530487, 9.656723]",0,0,264.0802001953125,2.2222736,"[45.240784, -11.021423, -123.00415]",2014-08-08 09:15:31 +0200,41.4221768,network,745
"[0.8809204, 0.56625366, 9.600403]",212.1999969482422,4.25,269.90509033203125,2.22949898,"[45.854187, -8.222961, -143.12897]",2014-08-08 09:15:41 +0200,41.4233682,gps,4
"[0.75260925, 0.5184784, 9.596634]",213.39999389648438,6.5,266.54376220703125,2.2293448,"[49.339294, -11.108398, -142.76428]",2014-08-08 09:15:46 +0200,41.42310936,gps,3
"[0.75260925, 0.5184784, 9.596634]",212.10000610351562,8.75,266.54376220703125,2.22911534,"[49.339294, -11.108398, -142.76428]",2014-08-08 09:15:51 +0200,41.42280672,gps,3
"[-0.23573303, 0.49412537, 9.942993]",0,0,262.78564453125,2.2222736,"[59.266663, -13.395691, -124.64752]",2014-08-08 09:15:54 +0200,41.4221768,network,745
"[-0.0965271, 0.46385193, 9.442459]",204.10000610351562,11.25,257.863525390625,2.22883101,"[62.374878, -18.22052, -101.457214]",2014-08-08 09:15:56 +0200,41.42240084,gps,3
"[-0.0965271, 0.46385193, 9.442459]",212.39999389648438,13,257.863525390625,2.22843401,"[62.374878, -18.22052, -101.457214]",2014-08-08 09:16:01 +0200,41.42193487,gps,3
"[-0.0965271, 0.46385193, 9.442459]",211.6999969482422,13.5,257.863525390625,2.22802625,"[62.374878, -18.22052, -101.457214]",2014-08-08 09:16:06 +0200,41.4214252,gps,5
"[-0.0965271, 0.46385193, 9.442459]",214.6999969482422,13.5,257.863525390625,2.22757612,"[62.374878, -18.22052, -101.457214]",2014-08-08 09:16:11 +0200,41.42092105,gps,6
"[1.2053375, -0.035110474, 9.657242]",0,0,259.95562744140625,2.2222736,"[28.945923, -7.409668, -125.78583]",2014-08-08 09:16:12 +0200,41.4221768,network,745
"[1.2053375, -0.035110474, 9.657242]",230.39999389648438,12.5,259.95562744140625,2.22697636,"[28.945923, -7.409668, -125.78583]",2014-08-08 09:16:16 +0200,41.42052684,gps,3
"[1.2053375, -0.035110474, 9.657242]",240.5,12.75,259.95562744140625,2.22634003,"[28.945923, -7.409668, -125.78583]",2014-08-08 09:16:21 +0200,41.42021334,gps,4
"[1.2053375, -0.035110474, 9.657242]",254.39999389648438,12.5,259.95562744140625,2.22563868,"[28.945923, -7.409668, -125.78583]",2014-08-08 09:16:26 +0200,41.42000463,gps,3
"[1.2053375, -0.035110474, 9.657242]",264.8999938964844,12.5,259.95562744140625,2.22491163,"[28.945923, -7.409668, -125.78583]",2014-08-08 09:16:31 +0200,41.41990671,gps,4
"[0.16464233, 0.210495, 9.719009]",0,0,297.2854309082031,2.2222736,"[32.061768, 14.912415, -126.91345]",2014-08-08 09:16:32 +0200,41.4221768,network,745
"[0.39831543, 0.14572144, 9.666489]",274.70001220703125,12.5,294.2708435058594,2.22418248,"[32.061768, 14.912415, -126.91345]",2014-08-08 09:16:36 +0200,41.4199391,gps,6
"[0.39831543, 0.14572144, 9.666489]",285.5,13.75,294.2708435058594,2.22339164,"[32.061768, 14.912415, -126.91345]",2014-08-08 09:16:41 +0200,41.42011621,gps,15
"[0.39831543, 0.14572144, 9.666489]",298.79998779296875,12.5,294.2708435058594,2.22277416,"[32.061768, 14.912415, -126.91345]",2014-08-08 09:16:46 +0200,41.42043793,gps,6
"[0.39831543, 0.14572144, 9.666489]",302.6000061035156,12.75,294.2708435058594,2.22209772,"[32.061768, 14.912415, -126.91345]",2014-08-08 09:16:51 +0200,41.42074244,gps,5
"[1.3118134, 0.07305908, 9.667801]",0,0,309.47088623046875,2.2222736,"[20.909119, 31.034851, -135.04944]",2014-08-08 09:16:54 +0200,41.4221768,network,745
"[1.0109863, 0.11802673, 9.389374]",301.70001220703125,12.5,311.23651123046875,2.221469,"[21.147156, 29.786682, -139.11285]",2014-08-08 09:16:56 +0200,41.42102624,gps,5
"[1.0109863, 0.11802673, 9.389374]",302.1000061035156,13.75,311.23651123046875,2.22078718,"[21.147156, 29.786682, -139.11285]",2014-08-08 09:17:01 +0200,41.42131221,gps,4
"[1.0109863, 0.11802673, 9.389374]",301.6000061035156,15.25,311.23651123046875,2.22002919,"[21.147156, 29.786682, -139.11285]",2014-08-08 09:17:06 +0200,41.42169757,gps,4
"[1.0109863, 0.11802673, 9.389374]",302.6000061035156,16,311.23651123046875,2.21922334,"[21.147156, 29.786682, -139.11285]",2014-08-08 09:17:11 +0200,41.42210674,gps,4
"[1.259903, 0.16923523, 9.6384735]",0,0,300.3903503417969,2.2222736,"[33.052063, 28.271484, -152.70691]",2014-08-08 09:17:14 +0200,41.4221768,network,745
"[1.2548981, 0.1826477, 9.462509]",302.29998779296875,15.75,297.8296813964844,2.21841168,"[34.202576, 25.437927, -147.67761]",2014-08-08 09:17:16 +0200,41.42250491,gps,4
"[1.2548981, 0.1826477, 9.462509]",302.29998779296875,15.5,297.8296813964844,2.21761007,"[34.202576, 25.437927, -147.67761]",2014-08-08 09:17:21 +0200,41.42289426,gps,3
"[1.2548981, 0.1826477, 9.462509]",302.1000061035156,16,297.8296813964844,2.21680276,"[34.202576, 25.437927, -147.67761]",2014-08-08 09:17:26 +0200,41.42328881,gps,4
"[1.2548981, 0.1826477, 9.462509]",301.5,17,297.8296813964844,2.21594966,"[34.202576, 25.437927, -147.67761]",2014-08-08 09:17:31 +0200,41.42369695,gps,4
"[1.7598114, 0.47174072, 9.295898]",0,0,285.9044494628906,2.2222736,"[75.80109, 22.605896, -160.61096]",2014-08-08 09:17:34 +0200,41.4221768,network,745
"[1.1793213, 0.23747253, 9.723328]",303.29998779296875,18.25,287.0439758300781,2.2150472,"[87.70447, 28.89862, -151.13373]",2014-08-08 09:17:36 +0200,41.42411269,gps,4
"[2.2500305, 0.5022278, 9.5329895]",299.8999938964844,18.75,286.8955078125,2.21408944,"[68.03894, 23.747253, -140.57617]",2014-08-08 09:17:41 +0200,41.42455913,gps,4
"[2.4571838, 0.32055664, 9.4396515]",300.79998779296875,19.25,293.06005859375,2.21308797,"[36.314392, 25.476074, -135.19287]",2014-08-08 09:17:46 +0200,41.42499504,gps,5
"[0.7576752, -0.07241821, 9.770737]",302.70001220703125,19.25,300.7037353515625,2.21211052,"[41.807556, 31.19049, -121.26007]",2014-08-08 09:17:51 +0200,41.42548655,gps,6
"[0.85717773, 0.0030975342, 9.619827]",0,0,299.33154296875,2.2183831,"[40.21759, 28.379822, -118.45703]",2014-08-08 09:17:53 +0200,41.4252017,network,745
"[0.41059875, 0.12159729, 9.774963]",302.5,18.5,299.5408020019531,2.21117547,"[40.681458, 24.377441, -116.119385]",2014-08-08 09:17:56 +0200,41.42594791,gps,5
"[0.21316528, 0.20425415, 9.727051]",301,18.25,299.33905029296875,2.21024681,"[42.837524, 22.949219, -132.35931]",2014-08-08 09:18:01 +0200,41.42637369,gps,6
"[0.21461487, 0.19413757, 9.439331]",303.1000061035156,18.5,290.65765380859375,2.20933211,"[67.73071, 24.151611, -118.06488]",2014-08-08 09:18:06 +0200,41.42687374,gps,4
"[-0.10624695, 0.43008423, 9.487656]",302.20001220703125,18.25,290.15850830078125,2.20838665,"[81.274414, 23.321533, -131.51855]",2014-08-08 09:18:11 +0200,41.42730263,gps,4
"[0.16963196, 0.48942566, 9.74736]",0,0,296.85992431640625,2.2132534,"[59.13391, 24.6521, -130.06439]",2014-08-08 09:18:13 +0200,41.4253758,network,40.5
"[0.18013, 0.2664795, 9.625977]",302.70001220703125,18.5,293.0506591796875,2.20745199,"[61.416626, 23.750305, -122.82715]",2014-08-08 09:18:16 +0200,41.42775154,gps,4
"[0.43521118, 0.25280762, 9.920685]",302.20001220703125,18.5,306.7132568359375,2.20650328,"[27.11792, 21.246338, -138.58643]",2014-08-08 09:18:21 +0200,41.42816444,gps,5
"[0.50068665, 0.27137756, 9.567261]",302.8999938964844,18.75,305.97479248046875,2.20556907,"[34.796143, 26.600647, -136.19843]",2014-08-08 09:18:26 +0200,41.42861014,gps,5
"[0.301239, 0.30688477, 9.568649]",301.79998779296875,18.5,313.3719482421875,2.20463663,"[30.628967, 28.633118, -145.48187]",2014-08-08 09:18:31 +0200,41.42899987,gps,7
"[0.52900696, 0.23327637, 10.199753]",0,0,309.9873352050781,2.2115979,"[18.458557, 18.1427, -128.65906]",2014-08-08 09:18:32 +0200,41.42747,network,742
"[0.61712646, 0.3512268, 9.532959]",300.8999938964844,18.5,307.07916259765625,2.20370168,"[23.780823, 19.688416, -138.58032]",2014-08-08 09:18:36 +0200,41.42943947,gps,7
"[0.72146606, -0.1347351, 9.002853]",298.1000061035156,18.5,345.3093566894531,2.202711,"[-3.8589478, 25.697327, -126.30463]",2014-08-08 09:18:41 +0200,41.42985984,gps,8
"[0.47488403, 0.15852356, 9.799133]",292.3999938964844,16.25,319.7008972167969,2.20178814,"[11.505127, 18.502808, -120.67108]",2014-08-08 09:18:46 +0200,41.43017385,gps,7
